EngineCoolantTemperature;EngineLoad;RPM;IntakeManifoldPressure;MassAirFlow;IntakeAirTemperature;Speed;ShortTermFuelTrimBank1;ThrottlePosition;TimingAdvance
89;54,1;1323;25;10,69;34;34;-0,031;29,4;0,659
90;17,3;905;35;4,4;35;38;-0,023;20,8;0,604
90;36,1;781;32;4,32;35;32;0,031;20,4;0,553
90;34,9;810;32;3,96;35;22;-0,047;19,6;0,573
90;41,2;780;42;2,75;35;17;-0,047;20;0,557
90;57,6;1601;59;14,23;34;28;0,023;31,4;0,678
89;18,4;1600;57;3,86;34;30;-0,008;22;0,745
89;63,9;1522;52;14,61;33;35;-0,047;31,4;0,667
89;63,5;1805;38;17,39;33;40;-0,078;32,2;0,682
89;17,3;1364;40;3,77;34;38;-0,023;20;0,627
89;48,2;1272;20;9,42;34;37;0;27,8;0,667
89;36,5;801;31;4,09;35;29;0,039;20,4;0,545
89;32,5;805;31;3,67;35;22;0,031;19,6;0,551
89;39,6;795;28;4,29;35;11;-0,039;20;0,557
89;38;777;53;4,26;35;8;-0,039;20,8;0,6215
89;56,9;1761;43;15,52;34;16;0;31,8;0,686
89;71,8;1537;25;17,03;34;26;0,023;32,5;0,659
89;21,2;1236;60;5,94;34;29;0,039;25,9;0,612
89;71;1536;40;15,78;33;34;0,008;31;0,659
89;42,7;1694;33;8,49;34;27;0,008;23,9;0,714
89;38;798;34;4,05;35;22;-0,016;20;0,588
89;30,2;812;31;3,53;35;12;0,008;19,6;0,553
90;34,1;812;38;3,41;35;7;0,008;19,6;0,569
90;49,8;630;60;4,31;35;10;0,031;22,4;0,38
90;78,8;1082;66;12,86;34;24;0,031;31;0,557
90;78,4;2267;50;26,45;34;28;0,031;32,5;0,678
90;82;1467;65;17,45;34;36;-0,078;32,5;0,651
90;77,6;1921;20;22,89;34;41;-0,055;34,5;0,667
90;43,5;1314;60;10,52;34;42;0,039;29,4;0,706
90;69;1468;21;14,8;34;46;-0,031;31,4;0,659
90;33,7;886;31;3,53;35;47;0,016;19,2;0,588
90;36,9;799;30;4,13;35;45;-0,039;20;0,573
90;38;775;30;4,09;35;38;0,016;20,4;0,565
90;30,2;799;32;3,44;36;30;0,016;20;0,62
90;35,7;800;30;4,01;36;21;0,008;20;0,545
90;36,9;799;47;3,88;35;18;-0,047;20;0,569
89;69;1704;60;18,7;34;28;-0,023;32,9;0,675
89;18,4;1647;59;4,22;34;31;-0,016;23,5;0,749
88;76,1;1660;66;19,03;34;40;0;32,9;0,663
88;19,6;1598;51;4;34;43;-0,016;20,4;0,624
88;45,9;1494;45;10,02;34;48;0,047;28,6;0,698
87;57,3;1589;45;13,47;34;47;-0,039;31;0,686
87;47,1;1582;44;11,35;34;47;0,023;29,4;0,694
87;52,2;1554;44;11,4;34;46;-0,031;29,8;0,69
87;51,4;1535;40;10,58;34;45;0,031;29;0,69
86;47,5;1519;21;10,41;34;44;-0,008;29;0,698
86;39,2;882;33;4,65;35;42;-0,031;20,8;0,651
86;40,8;787;31;4,2;35;35;-0,023;20,4;0,557
86;31,8;730;46;4,22;35;31;0,031;20,8;0,643
86;59,2;1613;58;14,35;34;39;-0,031;0;0,682
85;71,4;2023;59;21,47;34;46;-0,0075;33,7;0,678
85;70,2;2309;53;24,23;34;44;0,016;34,5;0,69
85;80;1476;70;17,69;34;44;0,039;32,9;0,643
85;86,7;1489;61;18,72;34;43;-0,008;33,3;0,627
85;20,8;1420;30;3,05;35;33;0,07;20,8;0,682
85;34,1;787;27;3,96;35;24;-0,047;20;0,533
85;53,7;1336;30;10,64;34;37;0,047;29,4;0,659
85;18,4;1267;32;3,25;35;41;0,023;18,4;0,624
85;38,4;795;32;4,27;36;39;-0,039;20;0,541
85;33,3;794;32;4,04;36;34;0,031;20;0,604
85;34,9;810;30;3,77;36;28;0,008;19,6;0,612
85;38;808;33;4,24;36;18;-0,047;20,4;0,557
86;65,9;964;61;9,2;35;26;0;27,8;0,624
85;72,2;1449;59;15,42;34;37;0;31,8;0,647
85;56,1;1888;51;15,68;34;41;-0,086;31,8;0,686
85;61,6;2091;46;19,35;34;44;-0,016;32,9;0,686
85;18;1599;30;3,96;34;41;0,102;20,4;0,651
85;36,1;784;26;4,12;35;38;0,055;20,4;0,635
86;22;1208;28;3,66;35;26;0,125;20,4;0,576
86;38,4;793;46;3,57;35;18;0;20,4;0,553
86;57,3;1640;26;11,34;35;18;0,016;29,4;0,686
86;58,4;1789;21;16,45;34;30;0,062;32,2;0,69
86;52,2;1508;66;13,94;34;40;0;31;0,722
86;81,2;2088;61;25,14;34;44;0,031;34,5;0,671
87;80,4;1556;67;18,55;34;51;-0,031;32,9;0,647
87;84,3;1753;71;22,15;34;56;0,023;34,5;0,651
87;85,9;1881;76;24,33;34;60;0,023;35,3;0,655
87;93,7;2014;75;28,18;34;61;0,023;36,5;0,655
87;93,7;2065;19;29,08;34;58;0;36,9;0,651
87;49,4;1557;50;11,47;34;57;-0,008;29,8;0,706
87;59,2;1586;48;13,94;34;60;0,047;31;0,682
88;51;1662;21;12,37;33;60;0,047;30,2;0,69
87;20;1005;33;2,24;34;57;-0,008;19,2;0,6
87;32,2;801;32;4,06;34;43;0,031;20;0,592
87;36,9;800;30;3,93;35;20;-0,07;20;0,541
88;46,7;687;53;4,88;35;18;0,031;22;0,635
87;63,5;1654;22;16,15;34;26;-0,039;32,2;0,682
87;54,1;1310;68;11,28;34;30;0,062;30,2;0,682
87;79,6;1543;47;18,35;34;35;-0,102;32,9;0,647
87;33,7;1691;46;8,47;34;33;0,039;27,1;0,733
87;50,2;1666;34;11,79;34;24;0,031;25,1;0,698
88;29,4;845;51;3,29;34;17;-0,008;19,2;0,612
88;63,1;1663;20;16,73;34;26;0,055;32,2;0,678
88;54,1;1320;49;10,59;34;32;0,039;29,4;0,671
89;63,9;1724;20;16,68;34;39;0,016;32,2;0,682
89;37,3;868;32;4,24;35;35;-0,039;20,4;0,525
89;39,6;785;33;4,27;35;24;-0,039;20,4;0,541
90;34,9;780;33;4,27;35;14;0,008;20,4;0,604
90;48,2;720;46;4,96;35;9;0,047;22,7;0,565
91;64,3;789;70;7,36;34;14;0,008;26,3;0,612
91;74,9;1205;35;13,71;34;15;-0,047;31;0,6
91;40,8;1210;31;7,05;34;11;0;25,1;0,635
91;19,2;787;38;3,79;35;7;0,031;21,6;0,655
91;47,5;716;35;4,57;35;13;0,062;22;0,549
92;40;792;28;4,49;35;16;-0,023;20,8;0,549
92;53,7;799;55;6,28;35;20;-0,039;25,1;0,624
92;29;1022;35;2,28;35;17;0,031;17,3;0,482
92;39,6;791;30;4,36;35;8;-0,039;20,4;0,522
92;34,9;736;49;4,2;35;15;0,031;20,4;0,624
92;51,8;1447;20;11,88;34;15;0,016;30,2;0,647
92;37,3;770;56;4,25;35;15;0,031;20,8;0,565
92;67,1;779;53;7,22;35;15;0,039;26,3;0,549
93;41,6;791;34;2,74;35;9;-0,016;19,6;0,557
93;36,1;812;32;4,14;36;2;-0,039;20;0,561
93;39,2;783;36;4,42;36;0;-0,023;20,8;0,553
93;27,8;808;35;3,74;36;0;0,047;20;0,643
93;37,3;789;32;4,09;36;0;0,023;20,4;0,573
80;42,4;811;38;4,76;34;0;0,016;21,6;0,545
81;46,3;817;37;5,07;34;0;0,094;22,4;0,576
81;45,5;811;40;5;34;0;0,047;22;0,529
82;44,7;741;46;4,63;34;2;-0,008;22;0,514
83;57,6;1187;27;9,2;33;11;0,008;27,8;0,549
83;43,5;782;41;4,72;34;5;-0,047;21,6;0,502
84;43,9;807;38;5,04;34;0;0,016;22,4;0,529
84;96,1;1569;65;21,82;33;17;0;34,1;0,529
85;21,2;2061;66;33,33;32;21;0,047;37,3;0,627
84;77,6;1912;60;23,21;32;29;-0,008;34,5;0,667
82;18,8;1626;57;23,48;32;30;0,031;34,5;0,627
82;58,4;1459;80;12,18;32;37;0,047;31;0,675
82;77,3;1889;20;20,9;32;40;-0,07;33,7;0,671
83;34,9;2024;30;10,81;32;43;-0,008;29,4;0,737
83;36,5;2182;40;11,86;32;46;0,031;29,8;0,737
83;50,2;1640;19;12,07;32;50;-0,047;30,2;0,698
82;27,8;1581;30;3,69;32;48;0,031;21,6;0,737
82;38,4;1548;35;7,38;32;46;0,031;25,9;0,718
81;40;1489;31;8,61;32;43;-0,039;27,1;0,71
82;36,9;1412;31;7,79;32;40;-0,023;26,3;0,702
82;45,5;1357;41;9,06;32;41;-0,055;27,5;0,682
83;16,1;1378;21;3,34;33;39;0,023;20,8;0,741
83;67,5;1326;36;12,67;32;46;-0,008;30,6;0,663
82;18,4;1555;18;4,2;33;48;-0,047;21,6;0,655
81;100;1671;46;22,06;32;55;-0,055;33,3;0,612
81;41,2;1812;30;8,41;32;48;-0,07;27,1;0,722
82;28,6;1696;21;4,95;32;41;0;21,6;0,729
82;22;1106;33;3,42;33;14;-0,016;18,8;0,592
83;79,6;1494;64;18,3;32;36;-0,031;33,3;0,631
82;75,7;1837;53;20,45;32;42;0,023;33,3;0,686
82;61,2;2285;42;20,83;32;49;-0,039;33,3;0,702
82;48,2;2418;33;16,95;32;44;-0,078;32,2;0,729
82;18,4;2370;20;6,52;32;40;0;25,1;0,639
83;18,4;1665;75;4,37;32;29;0,031;21,6;0,635
83;100;1583;99;27,81;32;42;0,023;59,6;0,592
82;100;2197;70;35,23;31;47;-0,055;38,8;0,627
82;74,9;2390;24;24,41;31;44;-0,016;34,5;0,694
83;18,8;1990;20;5,39;32;30;0;23,9;0,635
83;68,2;1397;57;14,2;31;35;0,07;31,4;0,655
83;62,7;1848;31;16,28;31;42;-0,016;31,8;0,682
82;19,2;2217;20;6,6;32;45;0,031;25,1;0,635
82;19,2;2227;28;6,37;32;43;0,031;25,1;0,671
82;19,2;2048;18;5,71;32;31;0;23,9;0,631
83;18,8;1369;31;3,56;32;16;0,109;20,4;0,608
83;43,9;765;43;4,75;32;0;-0,086;21,6;0,569
83;47,5;798;55;5,08;32;7;-0,023;22,7;0,502
83;53,7;1722;60;14,49;31;20;0,031;31,4;0,663
83;69;2191;48;22,95;31;32;-0,047;34,1;0,682
82;53,7;2165;61;23,53;31;41;-0,008;32,5;0,765
82;65,1;2101;34;19,72;31;46;-0,07;32,9;0,686
82;0;2302;36;12,45;31;47;0;29,8;0,741
83;25,9;2359;19;9,12;31;45;-0,023;27,8;0,769
83;18,8;2176;22;5,98;31;42;0,039;24,3;0,635
82;26,3;2061;60;5,83;31;42;0,07;23,5;0,729
82;18,4;2017;19;5,63;31;33;0;23,9;0,714
83;17,6;1539;24;4,07;31;24;0;21,6;0,627
83;38,4;765;33;4,2;32;5;-0,023;20,4;0,569
83;44,3;771;37;4,69;32;0;-0,023;22,4;0,557
83;42,7;814;37;4,8;32;0;0,023;22;0,525
83;41,2;813;36;4,82;32;2;-0,031;21,6;0,533
83;45,5;789;36;4,93;32;0;0,039;22,4;0,561
83;44,7;812;38;4,72;32;0;-0,016;22;0,522
83;43,5;810;38;4,87;32;0;0,039;22;0,522
83;44,3;772;38;4,97;32;0;0,039;22;0,529
82;46,3;803;39;4,97;32;0;0,039;22,4;0,522
83;42,7;820;47;5;32;13;-0,016;25,9;0,525
83;49;1774;36;11,31;32;16;0,039;27,8;0,725
83;73,7;1700;22;18,99;31;29;0,062;32,9;0,671
83;16,9;1711;21;4,47;31;24;0;22;0,651
84;22,7;1104;67;3,77;32;21;-0,086;18,8;0,565
84;36,5;755;76;9,56;31;32;-0,016;31;0,667
84;91;2940;68;8,34;31;38;-0,008;25,9;0,675
84;81,2;1984;68;24,08;30;43;-0,055;34,9;0,671
84;32,9;1532;20;5,89;31;44;0,008;21,6;0,718
84;17,3;1458;27;3,79;31;43;0,109;21,6;0,635
84;18;1453;20;4,12;31;42;0,078;21,2;0,627
84;18,4;1393;26;3,56;31;37;0,102;21,2;0,62
84;27,5;1088;35;3,97;32;18;-0,062;18,8;0,561
84;39,6;783;32;4,13;32;2;-0,133;20,4;0,549
84;43,9;779;38;4,89;32;0;0;22,4;0,573
84;44,7;804;37;4,79;32;0;0,055;22;0,537
84;46,7;787;35;4,92;32;0;0,023;22,4;0,557
84;41,2;789;34;4,58;32;0;0;21,2;0,561
84;42,7;808;44;4,71;32;2;0,023;22;0,522
84;57,3;972;44;8,3;31;12;-0,023;26,7;0,553
84;50,6;2249;65;10,76;31;18;0,062;26,3;0,714
84;76,9;1681;45;19,19;31;23;-0,031;33,3;0,663
84;27,1;1867;55;12,85;31;29;0,094;30,2;0,765
85;78;2745;59;33,08;31;39;0,031;36,5;0,686
85;64,3;2026;47;18,88;31;45;-0,031;32,5;0,682
85;54,9;2219;35;17,95;31;46;0,023;32,5;0,706
85;50,6;2298;36;17,48;30;49;-0,039;32,2;0,718
85;27,1;2371;19;7,83;31;45;0;25,5;0,773
85;18;2097;19;5,68;31;32;0;23,9;0,639
85;18,4;1445;41;3,64;31;31;0,031;21,2;0,616
85;60;1617;24;15,03;31;37;0,008;31,4;0,686
84;34,1;1784;55;9,89;31;39;-0,016;28,6;0,745
84;0;1969;27;15,4;31;40;-0,062;31,8;0,702
84;41,2;1935;19;12,06;31;36;-0,023;29,8;0,722
84;17,6;1603;21;4,17;31;24;0;21,6;0,631
83;33,7;881;34;3,98;32;16;-0,078;20,4;0,667
83;0;783;31;4,62;32;4;-0,008;21,2;0,557
83;40;784;33;4,59;32;0;-0,031;21,2;0,553
84;42,7;806;34;4,74;32;0;-0,055;21,2;0,608
84;39,6;807;35;4,52;32;0;0,008;20,8;0,553
84;41,2;786;35;4,54;32;0;0,016;21,2;0,561
84;44,3;805;36;4,86;32;0;0,039;21,6;0,529
84;43,9;800;37;4,7;33;0;0,023;21,6;0,525
84;47,8;748;36;6,3;32;15;0;26,3;0,624
84;90,2;2040;57;31,36;31;32;0,047;37,3;0,663
84;87,1;1963;65;25,09;31;49;-0,023;35,3;0,671
84;83,1;2542;89;7,79;30;57;0,047;25,1;0,682
84;100;2035;32;34,41;30;65;-0,062;40;0,608
85;50,6;2236;22;10,58;30;65;0,031;29,4;0,686
85;18;2101;47;5,68;31;63;0,102;23,9;0,639
84;22;2087;30;11,16;30;59;0,031;30,6;0,729
84;19,6;2058;19;5,73;31;56;0;23,9;0,761
84;18;1805;18;4,82;31;49;0;22,7;0,635
83;18;1577;21;4,08;31;37;0;21,6;0,631
83;24,7;1017;36;3,38;32;24;-0,016;20,4;0,569
83;39,6;791;32;4,3;32;11;-0,008;20,8;0,541
83;38,8;827;36;4,25;32;0;-0,125;20,4;0,537
83;39,2;807;35;4,47;32;0;-0,023;20,4;0,537
83;41,2;802;33;4,61;32;0;0,016;20,8;0,565
83;42;801;70;4,6;32;9;0,031;21,2;0,588
83;17,3;1805;62;6,36;31;21;-0,008;31,4;0,588
83;20,8;1627;63;11,25;31;34;0,047;29,8;0,639
83;76,9;1882;71;21,9;30;48;0,023;34,1;0,671
83;75,7;2405;62;7,58;30;53;0,07;24,7;0,682
83;47,1;1775;46;11,32;30;52;0,008;29,4;0,71
83;53,3;1737;47;13,7;30;52;-0,031;31;0,698
84;48,6;1763;32;12,38;30;52;-0,023;30,2;0,698
83;36,5;1743;58;9,04;30;54;-0,008;27,5;0,729
83;50,2;1835;25;13,62;30;55;-0,039;31;0,698
83;18,4;1782;32;4,62;31;51;0;22,4;0,635
83;21,2;1670;20;4,34;31;47;0;22;0,733
83;18,4;1531;36;4,12;31;44;0;21,6;0,624
82;72,9;1525;29;17,69;31;47;-0,008;32,9;0,675
82;85,1;1581;43;18,51;31;52;-0,008;32,9;0,69
83;63,5;1755;31;18,88;30;54;-0,039;32,9;0,706
83;36,5;1799;50;9,85;31;53;0,008;28,2;0,733
83;100;1900;32;24,37;30;58;0,047;34,9;0,616
83;36,5;2008;45;22,04;30;63;0,008;34,9;0,749
83;41,6;2064;19;11,17;30;43;0;29,4;0,722
83;17,6;1361;22;3,52;31;30;0,117;20,4;0,655
83;52,9;1441;24;11,54;31;15;0,031;31;0,635
83;42,7;812;92;4,7;31;14;0,023;21,2;0,514
83;85,1;1825;70;21,32;30;28;-0,023;34,1;0,635
83;91,4;1607;72;22,01;30;38;0,016;34,5;0,631
83;57,3;2054;44;17,04;30;39;0,047;32,2;0,682
83;37,6;2152;21;12,22;30;40;0;30,2;0,722
83;29,8;1902;48;7,77;31;40;0;25,1;0,749
83;55,7;1885;27;15,96;30;40;0;31,4;0,698
83;18,8;1989;19;5,26;31;39;0,047;23,5;0,682
83;18,4;1878;20;4,89;31;30;0;22,7;0,635
83;22;1128;36;3,76;32;22;0;19,2;0,576
83;41,6;794;32;4,55;32;6;0;20,8;0,533
83;55,3;777;26;5,44;32;6;0,016;23,5;0,49
83;36,1;1230;44;7,42;31;12;0,008;25,9;0,71
83;18;1757;52;4,19;31;19;-0,008;20,8;0,616
83;69,4;2098;41;21,96;30;27;0,031;34,1;0,678
83;36,5;1895;38;13,68;30;35;0,031;30,6;0,696
83;0;1782;55;13,3;30;39;0,023;30,6;0,714
83;86,3;2057;45;22,3;30;45;0,031;34,1;0,667
84;42;2158;20;12,3;30;40;-0,008;30,2;0,706
84;39,2;1956;20;30,27;30;40;0;37,3;0,753
84;21,6;1137;36;3,76;31;2;-0,016;18,8;0,604
84;43,9;779;39;4,76;32;0;0,055;21,6;0,62
84;69,8;1494;58;15,07;31;21;0;32,9;0,596
84;77,3;2143;50;25,27;30;35;-0,023;34,9;0,675
84;58;1925;32;11,83;30;42;-0,023;28,2;0,69
84;58,4;2177;30;18,8;30;50;0,016;32,9;0,702
84;42,4;1680;18;11,31;31;52;-0,016;29,8;0,741
84;18;1732;25;4,54;31;52;0,031;22,4;0,635
84;17,6;1697;26;4,13;31;51;0,031;22,4;0,671
83;18;1619;26;4,39;31;53;0,086;23,9;0,631
83;37,3;1719;65;10,76;30;56;-0,031;29;0,733
83;54,9;1535;69;21,19;30;49;-0,016;34,5;0,741
83;51,8;1619;61;12,58;30;48;0;30,2;0,69
83;16,5;1538;20;4,13;31;38;0;22;0,737
83;36,1;867;31;4,05;32;28;-0,07;20;0,647
83;42,7;784;34;4,56;32;22;-0,07;20,8;0,557
83;38,8;888;69;8,16;31;26;0;28,2;0,549
84;80,4;1468;34;17,79;31;29;-0,094;31;0,639
83;76,9;1442;59;16,05;30;35;-0,008;32,2;0,686
83;82,4;1928;65;24,76;30;46;0,023;35,3;0,667
83;80,8;2361;43;29,09;30;50;0;36,1;0,686
83;51,8;1687;65;12,71;30;52;0,023;30,2;0,698
83;61,6;1746;46;15,67;30;53;-0,047;31,8;0,686
84;41,2;1760;48;10,84;30;55;0,07;29,4;0,722
84;73,7;1863;19;20,69;30;56;-0,078;32,9;0,675
83;17,6;1778;67;8,32;30;56;0,055;27,1;0,761
83;100;1829;68;28,29;30;56;-0,031;37,3;0,616
83;76,5;1846;36;21,13;30;56;-0,07;33,7;0,671
83;71;1890;65;22,26;30;61;0,023;34,5;0,678
83;18,8;1993;34;5,94;30;57;0;24,3;0,71
84;41,2;1891;36;11,53;30;56;-0,008;29,8;0,722
83;18,8;1803;18;5;30;54;0;22,7;0,631
83;64,7;1613;61;16,29;30;53;0,055;32,9;0,651
83;77,3;1865;63;21,62;30;61;0,016;34,1;0,671
83;75,7;2088;50;24,06;30;68;-0,07;34,5;0,678
83;100;2376;76;40,18;30;78;0,016;40,8;0,631
83;20;1808;67;4,89;30;76;0,031;22;0,627
83;72,5;2022;30;22,22;30;71;-0,062;34,1;0,682
83;42,7;1946;31;10,5;30;72;0,016;29,8;0,718
83;18,4;1953;19;5,27;30;67;0;23,5;0,635
83;17,3;1771;19;4,7;31;56;0;22,4;0,635
82;19,2;1454;21;3,79;31;44;0;21,6;0,616
82;20,8;1220;33;3,85;31;33;0,102;20;0,58
82;42,7;789;47;4,66;32;9;-0,039;20,8;0,561
82;100;1190;34;19,41;30;29;0,062;54,9;0,502
83;87,1;1556;79;19,09;30;40;-0,008;33,3;0,631
83;88,2;2213;70;28,72;30;47;-0,086;36,1;0,647
83;19,6;2199;71;6,47;30;55;0,031;31;0,58
83;87,8;1906;88;25,04;30;61;0,016;35,3;0,659
83;100;2104;80;35,93;30;67;0,016;40,4;0,612
83;70,2;2254;67;23,4;30;71;-0,016;34,5;0,682
83;74,1;2383;20;24,83;30;76;-0,016;34,5;0,69
83;66,3;2100;50;23,78;30;78;0;34,5;0,694
83;51,8;2106;47;16,3;30;73;0,008;31,8;0,702
83;55,3;1963;22;18,46;30;69;-0,062;32,9;0,698
83;31,4;1831;19;4,73;30;60;0;23,1;0,725
83;18;1534;21;4,07;30;52;0;21,6;0,624
83;25,5;1020;32;3,53;31;47;0,086;20;0,71
82;38,8;785;32;4,38;31;17;-0,078;20,4;0,557
82;38,4;788;64;3,93;30;21;-0,031;20;0,576
83;71;2446;55;26,71;30;36;0;35,3;0,686
83;70,6;1864;61;20,16;30;46;-0,031;33,3;0,678
82;30,6;2379;36;12,58;29;53;-0,031;30,2;0,69
82;18,8;2171;19;7,33;30;58;0,039;30,2;0,62
83;36,9;1890;41;14,62;30;59;0,102;31,8;0,737
83;16,5;1918;18;5,18;30;53;0;23,1;0,765
83;18,4;1641;21;4,28;30;40;0;21,6;0,6805
83;20;1254;21;3,65;31;32;0,125;20,4;0,596
82;43,9;816;32;4,66;31;22;-0,023;20,8;0,518
82;40,4;820;34;4,27;31;12;-0,07;20,4;0,561
82;38,8;815;33;4,34;32;2;-0,094;20,4;0,537
83;42;811;34;4,64;32;2;0,008;21,2;0,529
83;43,1;807;36;4,73;32;0;-0,016;21,2;0,545
83;86,3;912;38;11,92;30;15;0,008;30,2;0,584
83;87,5;2245;20;27,4;30;27;-0,102;34,5;0,671
82;20,8;1902;65;19,05;30;42;-0,008;32,5;0,631
83;67,5;2408;40;24,59;30;54;0;34,5;0,702
84;22;2492;19;6,98;30;45;0;25,9;0,784
84;18,8;1820;20;5,12;30;28;0;22,7;0,631
83;36,9;833;35;4,39;31;2;0,047;20,4;0,549
83;42,4;812;34;4,62;32;0;0,039;21,2;0,51
84;42,7;806;55;4,52;32;2;0,023;20,8;0,545
84;18;2012;39;8,42;30;25;-0,023;27,5;0,643
83;65,1;2786;70;28,05;30;40;0;35,3;0,698
84;19,2;2015;80;8,72;30;45;0,047;28,2;0,635
84;83,9;2475;53;30,93;30;54;-0,016;36,1;0,682
84;52,5;2576;62;8,24;30;54;0,07;24,7;0,725
85;52,2;1821;63;13,71;30;54;0;30,6;0,702
85;31;1637;21;5,58;30;41;0;22;0,757
85;21,2;1162;21;3,59;31;28;0;19,6;0,584
85;96,9;1525;19;21,73;30;32;0;34,9;0,596
85;19,2;1340;38;3,72;30;25;0,039;20,8;0,604
84;36,9;1230;20;6,77;31;26;0,047;25,1;0,675
84;18,8;1214;34;3,36;31;27;0,055;19,6;0,604
84;19,6;1489;86;3,74;30;38;0,023;23,5;0,714
84;26,7;2031;25;7,91;30;38;0;26,7;0,761
85;19,6;1859;21;5,23;30;26;0;23,1;0,631
84;33,7;878;33;4,24;31;5;0,039;20,4;0,482
85;42,4;801;35;4,7;32;0;0,023;21,2;0,529
85;43,5;800;36;4,82;32;0;0,016;21,2;0,545
86;43,1;802;35;4,71;32;0;0,016;21,2;0,518
86;41,2;811;37;4,73;32;0;0,016;21,6;0,525
86;43,1;788;35;4,86;32;0;-0,031;21,6;0,537
87;70,2;1301;57;13,51;31;18;0,062;31;0,576
87;65,1;2397;36;17,34;30;32;-0,047;32,2;0,694
88;62;1588;56;14,59;30;36;0,031;31,4;0,682
88;18,4;1525;45;4,08;30;28;0,031;21,6;0,627
89;100;1716;74;28,57;30;45;-0,023;38;0,584
89;19,6;2462;28;7,17;30;40;0,039;25,9;0,639
89;43,9;773;33;4,52;32;25;0,016;21,6;0,549
90;39,2;816;32;4,32;32;0;-0,023;20,4;0,565
90;40;784;32;4,61;32;0;0,008;20,6;0,545
90;39,2;793;34;4,4;32;0;-0,031;20,8;0,592
90;42,7;805;34;4,61;32;0;-0,031;20,8;0,573
90;39,2;810;32;4,46;32;0;0,016;20,4;0,553
91;40,4;801;33;4,57;32;0;0,016;20,8;0,553
91;41,2;788;33;4,53;33;0;0,016;20,8;0,569
92;39,6;778;32;4,5;33;0;-0,023;20,8;0,573
92;38,4;811;34;4,52;33;0;0,016;20,4;0,549
93;39,6;810;35;4,45;33;0;0,023;20,8;0,561
94;40,4;791;35;4,49;33;0;0;20,8;0,565
94;41,2;787;33;4,5;33;0;-0,023;20,8;0,588
95;45,5;984;47;6,59;32;10;0,031;25,1;0,533
95;64,7;1402;62;13,11;31;31;0,086;30,6;0,741
96;72,5;1790;32;19,43;31;44;0;33,3;0,675
96;18,4;2234;20;6,53;31;47;0,016;25,1;0,773
96;43,9;769;33;4,65;32;53;-0,016;21,2;0,553
96;39,2;798;36;4,35;33;53;-0,008;28,05;0,573
96;18;2359;93;12,48;31;63;-0,016;34,9;0,58
95;100;2286;72;38,33;30;74;-0,062;40,4;0,612
94;72,9;2001;29;21,8;31;71;-0,086;32,5;0,682
94;56,1;1903;66;18,85;31;71;0,055;33,3;0,733
93;61,2;1984;19;18,12;31;71;-0,062;32,2;0,69
92;17,6;1867;40;5,06;31;68;0,078;23,1;0,635
91;100;1996;19;23,96;31;71;-0,094;32,2;0,608
90;38,8;1899;19;11,47;31;66;0;29,8;0,725
89;18,8;1694;38;4,91;31;59;0;22,7;0,749
88;22,4;1540;24;5,53;31;54;0,07;26,3;0,612
87;60;1463;21;12,8;31;51;-0,008;30,6;0,675
86;49,8;1416;52;10,23;31;53;0,039;28,6;0,682
86;43,1;1444;42;9,3;31;53;0;27,8;0,69
85;50,2;1455;81;11,19;31;57;0,023;29,4;0,682
85;67,1;1608;22;22,55;31;60;-0,031;35,3;0,678
85;17,6;1531;20;4,09;31;51;0;21,6;0,624
84;70,6;1409;22;14,69;31;51;0,07;31,8;0,651
84;63,5;1692;48;19,56;31;51;-0,016;33,3;0,686
84;64,3;1704;38;13,37;31;51;-0,047;30,6;0,682
83;40,4;1747;48;11,64;31;53;0,039;29,8;0,722
83;18;1649;21;4,24;31;34;0;22;0,631
83;42;804;59;4,58;31;29;0,023;24,3;0,561
83;36,1;1824;24;10,14;31;40;-0,016;29;0,694
83;20;1966;21;5,62;31;32;0;23,9;0,631
82;27,5;887;62;3,69;32;17;0,047;20;0,537
83;78;2215;20;24,63;31;28;0;34,9;0,678
83;39,2;799;56;4,42;32;9;0,008;20,8;0,525
83;56,9;1623;51;12,85;31;27;0,055;30,6;0,745
83;19,2;2155;48;5,63;31;36;0,047;26,3;0,631
83;31,4;1705;57;8,01;31;37;0,047;26,7;0,745
84;44,7;1963;23;13,11;31;37;0;30,2;0,71
84;24,3;843;32;4,57;32;6;0;22,4;0,612
84;76,1;1974;78;24,08;31;27;0,031;34,9;0,675
84;83,9;1687;44;20,39;31;39;-0,102;33,7;0,659
85;17,3;1754;47;4,64;31;22;0,016;22,4;0,635
85;88,2;1332;19;17,21;31;29;-0,07;32,9;0,604
86;41,6;879;71;4,26;32;20;-0,047;20,4;0,659
86;100;2835;83;8,61;31;43;-0,008;26,3;0,659
86;91,4;2483;65;34,12;30;54;0;37,3;0,675
86;18,8;1803;27;5,01;31;52;0;22,7;0,651
86;39,6;806;36;4,2;32;52;-0,023;20,4;0,537
87;39,6;800;32;4,19;33;38;-0,07;20;0,608
87;40,4;778;40;4,62;33;14;-0,055;21,2;0,616
87;41,6;788;36;4,7;33;0;0,047;21,2;0,545
86;42;794;34;4,68;33;0;-0,016;21,6;0,549
85;43,1;814;37;4,75;33;0;0,023;21,2;0,525
85;44,7;778;34;4,82;33;0;-0,023;21,2;0,557
86;41,6;810;69;4,63;32;10;0,031;21,2;0,529
86;100;2314;84;43,21;31;41;0;83,1;0,6
87;90,2;2462;55;33,06;31;54;0,031;36,9;0,678
